OBJECTID,X,Y,STORE_ADDRESS,CDC_STORE_LEVEL,CATEGORY,ZIP
223,-75.10950627008332,39.98252480220994,2600 E Ann Street,3.0,Enhanced,19134
224,-75.17590615936837,39.93711580575511,1946 Federal St,2.0,Basic,19146
225,-75.1412181064739,39.99697179744089,3000 N 6th St,3.0,Enhanced,19133
226,-75.2445253983887,39.97550402929468,6225 Lansdowne Ave,1.0,Basic,19151
227,-75.13493927165358,40.00250743626083,3401 N 3Rd St,2.0,Basic,19140
228,-75.18059065306586,39.92875749824445,1826 S 21St St,2.0,Basic,19145
229,-75.11767231079907,39.99761968091148,658 E Hilton St,3.0,Enhanced,19134
230,-75.13354115433799,39.9838677652446,2218 N Howard St,2.0,Basic,19133
231,-75.1386947569667,39.996568990111726,440 W Indiana Ave,3.0,Enhanced,19133
232,-75.14262211243792,39.99836785291989,3064 N 7th St,3.0,Enhanced,19133
233,-75.14235203387845,39.973799283498074,1500 N 4Th St,3.0,Certification,19122
234,-75.1306526163654,40.03558527103772,5549 N 5th St,1.0,Basic,19120
235,-75.09996718348965,39.998985665207584,3643 Frankford Ave,3.0,Enhanced,19134
236,-75.1236411635023,40.04497695016147,200 W Godfrey Ave,2.0,Basic,19120
237,-75.1212319346794,39.99224425663209,2850 Kensington Ave,2.0,Basic,19134
238,-75.10332364801539,39.99678985448053,3501 Frankford Ave,3.0,Enhanced,19134
239,-75.14050458410286,40.01108989965408,3900 North Franklin Street,1.0,Basic,19140
240,-75.14720139756523,39.98292873122851,2063 N 8th St,1.0,Basic,19122
241,-75.11767118232606,39.999085030300385,664 E Cornwall St,2.0,Certification,19134
242,-75.15832677489426,39.922044373982146,2135 S 7Th St,1.0,Basic,19148
243,-75.12941256696213,39.997609072527524,3123 N Front St,3.0,Enhanced,19133
244,-75.16091895706174,39.92484974472081,1945 S 9th St,3.0,Certification,19148
245,-75.03749777484519,40.08144049704163,1916 Welsh Rd Ste 11,3.0,Enhanced,19115
246,-75.15412863063355,39.92647018197334,1741 S 5Th St,2.0,Basic,19148
247,-75.18278754402544,39.93397482774545,1438 S 23rd St,1.0,Basic,19146
248,-75.11473106327371,39.99986477023278,3401 G St,3.0,Enhanced,19134
249,-75.16738572384499,39.996720938609855,2768 N 22nd St,3.0,Enhanced,19132
250,-75.23744512937098,39.96789879266497,401 N 59th St,2.0,Basic,19151
251,-75.12720337209065,40.001501684221246,177 E Ontario St,1.0,Basic,19134
252,-75.1409326564155,40.00952751283585,734 W Butler St,1.0,Basic,19140
253,-75.12411288750613,40.00110654115786,315 E Ontario St,3.0,Enhanced,19134
254,-75.17461030048766,39.96730332294221,2244 Fairmount Ave,2.0,Basic,19130
255,-75.04116043275795,40.03084232283993,4419 Princeton Ave,3.0,Enhanced,19135
256,-75.17382415709068,40.036791527795465,35 E Chelten Avestore A,2.0,Basic,19144
257,-75.17382415709068,40.036791527795465,35 E Chelten Ave,2.0,Basic,19144
258,-75.17603041846162,39.93319357233538,1426 S 19th St,1.0,Basic,19146
259,-75.1394257549477,40.012508120269686,4001 N 7Th St,3.0,Enhanced,19140
260,-75.08517955981549,40.06011148966393,7223 Rising Sun Ave,3.0,Enhanced,19111
261,-75.15434656683645,39.962254170165615,551 N 10th St,3.0,Enhanced,19123
262,-75.13755110172791,40.013782247973964,4100 N 6Th St,1.0,Basic,19140
263,-75.15342867723018,40.029522663765114,1801 W Albanus St,1.0,Basic,19141
264,-75.14056595423973,39.993825616338036,2800 N Reese Street,2.0,Basic,19133
265,-75.12450356283142,39.98479978886285,2572 Frankford Ave,3.0,Enhanced,19125
266,-75.25301010588589,39.97638936122932,6621 Lebanon Ave,3.0,Enhanced,19151
267,-75.16283351908473,40.02270277252399,4562 Wayne Ave,3.0,Enhanced,19144
268,-75.12738777393619,40.04176583668644,5963 N 4Th St,1.0,Basic,19120
269,-75.10724143437943,40.02727763527885,5144 Whitaker Ave,1.0,Basic,19124
270,-75.21234086797173,39.94123962243301,4837 Woodland Ave,3.0,Certification,19143
271,-75.19642397435395,39.96591474829696,3701 Fairmount Ave,3.0,Enhanced,19104
272,-75.15576044990888,40.022469414539046,4500 N Gratz St,2.0,Basic,19140
273,-75.17778071141072,40.03485513318081,5810 Greene Stste 1,1.0,Basic,19144
274,-75.221588933074,39.96125867804937,5027 Arch St,3.0,Enhanced,19139
275,-75.11805489880558,40.030789371618006,5324 Rising Sun Ave,1.0,Basic,19120
276,-75.16670641805248,39.920999916357005,2314 S 12Th St,3.0,Enhanced,19148
277,-75.24139436804538,39.92908633231777,1772 S 65Th St,1.0,Basic,19142
278,-75.14662669040935,40.03025994396464,5035 N Broad St,3.0,Enhanced,19141
279,-75.16205854696094,39.92009848592773,2330 S 9th St,2.0,Basic,19148
280,-75.19130828120754,39.96222722202809,3401 Hamilton St,3.0,Enhanced,19104
281,-75.10981965621204,39.988350938697295,2300 E Clearfield,3.0,Enhanced,19134
282,-75.08010434484012,40.018461892409526,1647 Harrison St,2.0,Basic,19124
283,-75.17343466087459,39.940976172440976,1847 Christian St,2.0,Basic,19146
284,-75.06951734050426,40.05323554823979,1805 Cottman Ave,2.0,Basic,19111
285,-75.10086747230795,40.00639223572569,3939 M St,1.0,Basic,19124
286,-75.1782352110559,40.04095577532711,25 E Walnut Ln,2.0,Basic,19144
287,-75.23292575690915,39.941516738647046,5700 Hadfield St,2.0,Basic,19143
288,-75.12764494051346,40.00300657324277,118 E Tioga St,3.0,Enhanced,19134
289,-75.12827651066438,40.00309003769761,100 E Tioga St,2.0,Basic,19134
290,-75.12057790545227,39.995853560002615,3101 Rorer St,3.0,Enhanced,19134
291,-75.12311983314339,40.02296762984754,146 E. Louden St,1.0,Basic,19120
292,-75.13350949935578,40.01797139669272,426 W Cayuga St,3.0,Enhanced,19140
293,-75.24301458006924,39.95148062865151,648 S 60th St,3.0,Enhanced,19143
294,-75.11595482623899,39.997380625019495,769 E Hilton St,2.0,Basic,19134
295,-75.16232962364434,39.9659691475645,655 N 15th St,1.0,Basic,19130
296,-75.1147298483221,39.99581061337561,3130 Kensington Ave,2.0,Basic,19134
297,-75.24996178722226,39.98877241892703,2123 N 63Rd St,2.0,Basic,19151
298,-75.22721997323747,39.98009160551129,5256 W Jefferson St,2.0,Basic,19131
299,-75.11377176129712,39.99291665202345,3101 Emerald St,3.0,Enhanced,19134
300,-75.13940859988807,39.9959802496871,2952 N 5th St,3.0,Certification,19133
301,-75.1646184204113,39.99992725146322,2066 W Indiana Ave,2.0,Basic,19132
302,-75.10954812133798,39.9847305996524,2501 E Indiana Ave,3.0,Enhanced,19134
303,-75.17290188269584,40.00106717361885,3001 N 26Th St,3.0,Enhanced,19132
304,-75.1441246277043,39.997356126972925,801 W Indiana Ave,2.0,Basic,19133
305,-75.24035531476419,39.915117158611785,7200 Elmwood Ave,3.0,Enhanced,19142
306,-75.10181726666708,40.04453774302066,5921 Rising Sun Ave,3.0,Enhanced,19120
307,-75.13423048766867,39.99454132440904,201 West Cambria St,3.0,Enhanced,19133
308,-75.17611461948273,40.02785108359997,301 W Coulter St,1.0,Basic,19144
309,-75.15362291780578,40.047340221654174,2001 W Spencer St,3.0,Enhanced,19138
310,-75.1707323219495,39.96504134678223,2001 Green Street,3.0,Certification,19130
311,-75.16440574996243,39.98740103680587,1907 W Susquehanna Ave,2.0,Basic,19121
312,-75.17456655156357,39.984009629588954,2451 W Berks St,2.0,Basic,19121
313,-75.2008902052301,39.97302677440809,3874 Poplar St,1.0,Basic,19104
314,-75.07645722939499,40.01642558305445,1838 Harrison St,2.0,Basic,19124
315,-75.13010179022793,40.038045193091456,5701 N 5th St,3.0,Certification,19120
316,-75.10972885182676,39.98839785608981,2301 E Clearfield St,2.0,Basic,19134
317,-75.12710347325181,40.02864836142426,5134 N 2nd St,1.0,Basic,19120
318,-75.12144944878412,40.044792254932695,143 West Godfrey Ave,1.0,Basic,19120
319,-75.17253999134655,40.039595487752905,301 E Price St,1.0,Basic,19144
320,-75.22699091402403,39.925373272029255,2435 S 62nd St,2.0,Basic,19142
321,-75.15649747350861,40.00012165766473,3061 N 16th St,2.0,Basic,19132
322,-75.22525611003935,39.93811803425229,5535 Chester Ave,3.0,Enhanced,19143
323,-75.16238070202107,39.925526014093634,1913 S 10Th St,1.0,Basic,19148
324,-75.13648879448557,40.026225945044864,700 W Rockland St,2.0,Basic,19120
325,-75.21561842155107,39.944888871551434,4823 Chester Ave,3.0,Certification,19143
326,-75.11104231316925,39.99940720853579,965 E Ontario St,2.0,Basic,19134
327,-75.14113265456879,40.013542769660944,4056 N Darien St,3.0,Enhanced,19140
328,-75.11931594826441,39.997227503078754,600 E Allegheny Ave,1.0,Basic,19134
329,-75.11755190552049,39.99655553884549,3130 F St,3.0,Enhanced,19134
330,-75.14714632951038,40.04338770755109,1601 Nedro Ave,2.0,Basic,19141
331,-75.22468677113072,39.96576180070738,315 N 52nd Street,2.0,Basic,19139
332,-75.15258482054807,39.91742428501051,2438 S 3Rd St,2.0,Basic,19148
333,-75.16134302827366,39.993225066855274,2600 N 18th St,3.0,Enhanced,19132
334,-75.12913570442076,40.001670497648114,106 W Ontario St,3.0,Enhanced,19140
335,-75.24476208155124,39.983871420441496,6154 Lancaster Ave,1.0,Basic,19151
336,-75.16259203307251,39.917658087156155,2554 S 9Th St,3.0,Enhanced,19148
337,-75.15969193218562,40.05710375811175,6672 Cornelius St,2.0,Basic,19138
338,-75.13903014438755,39.98882487441023,401 W Cumberland St,3.0,Enhanced,19133
339,-75.13145438436551,40.03189155011189,5301 N 5th St,3.0,Enhanced,19120
340,-75.17698735555035,39.92827478329257,1825 S 19Th St,2.0,Basic,19145
341,-75.17423583436684,39.93407382059385,1344 S. 18th Street,2.0,Basic,19146
342,-75.2327669450218,39.94382366021157,1135 S 56Th St,2.0,Basic,19143
343,-75.03557948375166,40.035901132795246,4300 Loring St,2.0,Basic,19136
344,-75.12035407330019,40.02425617918599,253 E Rockland St,3.0,Enhanced,19120
345,-75.18448930882465,39.97785367325592,1400 N 30th St,2.0,Basic,19121
346,-75.13654839375741,40.01528474363383,4200 N Fairhill St,2.0,Basic,19140
347,-75.11701306741612,40.00121599695932,3469 Keim St,2.0,Basic,19134
348,-75.17339220680428,40.0261962658246,5254 Pulaski Ave,2.0,Basic,19144
349,-75.17855285230645,39.94153482940545,2148 Christian St,2.0,Basic,19146
350,-75.22338779486928,39.93791937603479,1550 S 55th St,2.0,Basic,19143
351,-75.24295125851457,39.96849904604753,6152 Callowhill St,2.0,Basic,19151
352,-75.1587411676888,39.989838924887316,2401 N 16th St,3.0,Enhanced,19132
353,-75.1591788011734,39.93271859681729,1309 S 9th St,1.0,Basic,19147
354,-75.11593757066927,40.02322844059597,4863 D St,3.0,Enhanced,19120
355,-75.11541398472323,39.99481761734983,1813 E Clearfield St,3.0,Enhanced,19134
356,-75.16616272597565,39.93085353918652,1548 S 13th Street,1.0,Basic,19147
357,-75.17043686206468,39.93448520674595,1540 Wharton St,3.0,Enhanced,19146
358,-75.17051302440302,39.93579980826237,1213 S 16th St,1.0,Basic,19146
359,-75.1686492825251,39.93434382660257,1429 Wharton St,2.0,Basic,19146
360,-75.13316525032542,40.002185082513755,212 W Ontario St,1.0,Basic,19140
361,-75.14532398877283,39.977127733755204,601 Cecil B Moore Ave,1.0,Basic,19122
362,-75.20392904145135,39.972345424353584,1013 N 40th St,2.0,Basic,19104
363,-75.14408846582992,39.97013307085682,423 W Girard Ave,1.0,Basic,19123
364,-75.12019007470022,40.02267247281571,4800 B St,2.0,Basic,19120
365,-75.10618551061879,39.99627869326879,2023 E Ontario St,3.0,Enhanced,19134
366,-75.14614530924766,40.029471122245006,5010 Old York Rd,3.0,Enhanced,19141
367,-75.13184840590071,39.986340072104475,2401 N Front St,3.0,Certification,19133
368,-75.18708177504995,40.0370902450419,280 W Washington Ln,1.0,Basic,19144
369,-75.17806412012149,39.99703221171072,2837 West Lehigh Avenue,3.0,Enhanced,19132
370,-75.12929339521185,39.98339922802103,2033 E York St,2.0,Basic,19125
371,-75.2362511937753,39.92429740433826,6629 Woodland Ave,3.0,Enhanced,19142
372,-75.14338403019899,39.965349305875826,326 Poplar St,2.0,Basic,19123
373,-75.2428099728575,39.92637919957792,1838 S 68th St,3.0,Enhanced,19142
374,-75.09920921419787,40.011994108549736,1412 E Bristol St,2.0,Basic,19124
375,-75.16235351551738,39.914996967129134,2746 S Darien St,3.0,Enhanced,19148
376,-75.08027008773426,40.04492614053328,1201 Magee Ave,3.0,Enhanced,19111
377,-75.13882628698178,39.98726844168823,313 W York St,3.0,Enhanced,19133
378,-75.15804871034568,39.916455232618866,2600 S 6Th St,2.0,Basic,19148
379,-75.14494873834505,39.99838048155551,3062 N 9th St,3.0,Enhanced,19133
380,-75.10409084574582,39.99938639585307,3539 Jasper St,3.0,Enhanced,19134
381,-75.16489910657434,39.98738440045996,1920 W Susquehanna Ave,3.0,Enhanced,19121
382,-75.12938389923943,39.983351967084396,2036 E York St,1.0,Basic,19125
383,-75.09118683312238,40.02266987324172,1034 Foulkrod St,3.0,Enhanced,19124
384,-75.15475072303613,39.92414529620615,1924 S 5Th St,2.0,Basic,19148
385,-75.16300328364004,39.92101980069207,951 Wolf St,2.0,Basic,19148
386,-75.0753817687303,40.01770466428703,1829 Wakeling St,1.0,Basic,19124
387,-75.11305240292832,40.00021505874876,875 E Russell St,3.0,Enhanced,19134
388,-75.10600009633573,40.00809325453873,1126 E Luzerne St,3.0,Enhanced,19124
389,-75.21794289205609,40.03065691357083,391 Lyceum,2.0,Basic,19128
390,-75.21039920658792,40.024695012632954,458 Markle St,3.0,Enhanced,19128
391,-75.23543276223968,39.94842829558441,801 S 56th St,3.0,Enhanced,19143
392,-75.14296296265132,40.00987110098179,911 W Butler St,2.0,Basic,19140
393,-75.12084947052521,39.991010665640204,1854 Hart Ln,3.0,Enhanced,19134
394,-75.17252653048094,40.044507914629534,461 E High St,1.0,Basic,19144
395,-75.11057013135226,40.01932250878276,4669 G St,3.0,Enhanced,19120
396,-75.24991180786563,39.988679442804546,2117 N 63rd St,3.0,Enhanced,19151
397,-75.08483055453098,40.00944932356008,1900 Church St,1.0,Basic,19124
398,-75.1142388696082,39.99120013460049,3050 Frankford Ave,3.0,Enhanced,19134
399,-75.11646276404306,40.017888919842,4566 D Street,1.0,Basic,19120
400,-75.07624873038176,40.00766408436712,2300 Margaret Street,1.0,Basic,19137
401,-75.13959457361095,39.9946147589132,2863 N 5Th St,3.0,Enhanced,19133
402,-75.15432572414963,39.932826022359336,1229 S 6th St,3.0,Enhanced,19147
403,-75.21770924775494,39.9485212824512,4726 Baltimore Ave,2.0,Basic,19143
404,-75.24201223845965,39.962174523200545,6033 Market St,2.0,Basic,19139
405,-75.1264275301979,40.00131472405451,208 E Ontario St,1.0,Basic,19134
406,-75.15300310353865,39.99533943802216,1328 West Somerset St,2.0,Basic,19132
407,-75.16729655057294,39.98075786842318,1752 N 20th St,2.0,Basic,19121
408,-75.23498819557919,39.974980653310865,1501 N 57Th St,2.0,Basic,19131
409,-75.14257317437438,39.99561882256666,647 West Cambria St,3.0,Enhanced,19133
410,-75.18198877154816,39.927196509681,2000 S Beechwood St,3.0,Enhanced,19145
411,-75.23455712910254,39.97209002629169,1300 N 57Th St,1.0,Basic,19131
412,-75.12306266275422,39.99616525009243,417 East Clearfield St,2.0,Basic,19134
413,-75.13826350298253,39.97232578377773,178 W Master St,3.0,Enhanced,19122
414,-75.23065420552435,39.97382828214119,5453 Master St,2.0,Basic,19131
415,-75.21847018566132,39.936689542417284,5358 Woodland Ave,2.0,Basic,19143
416,-75.15496242797681,40.05054762332915,2067 Medary Ave,3.0,Enhanced,19138
417,-75.13838390034074,40.054761711099374,1260 Oak Lane,3.0,Enhanced,19126
418,-75.13701609236162,39.981667120413974,2066 N 2nd St,3.0,Enhanced,19122
419,-75.16951054135231,39.98268618380921,1859 N Van Pelt St,2.0,Basic,19121
420,-75.2260641884677,39.95459925262279,300 S 52nd St,1.0,Basic,19143
421,-75.1735513448717,39.922293730080035,2300 S 16th St,2.0,Basic,19145
422,-75.12876750637162,39.99192939538826,2750 A St,3.0,Enhanced,19134
423,-75.10317721501332,40.03927307379589,599 E Godfrey Ave,3.0,Enhanced,19120
424,-75.13507215176038,39.980441693320735,147 W Norris St,3.0,Enhanced,19122
425,-75.16592654263346,39.93140044128244,1501 S 13th St,3.0,Enhanced,19147
426,-75.23026652536188,39.969059287944134,601 N 55Th St,3.0,Enhanced,19131
427,-75.14696350881155,39.98917921257695,2445 Germantown Ave,1.0,Basic,19133
428,-75.10453540723043,39.98640346715912,2530 E Allegheny Ave,3.0,Enhanced,19134
429,-75.21252857117814,39.95540367314426,4525 Walnut St,3.0,Enhanced,19139
430,-75.17310517336398,39.92916485522157,1754 S Chadwick St,2.0,Basic,19145
431,-75.16457396225512,39.92332408855529,1101 Cantrell St,1.0,Basic,19148
432,-75.12214870995115,40.02234952826363,4745 A St,2.0,Basic,19120
433,-75.22848131267578,39.95894234403952,5351 Chestnut St,2.0,Basic,19139
434,-75.15645090273019,40.022555749538974,4501 N 19Th St,1.0,Basic,19140
435,-75.13497806670529,39.978879411178454,1901 Waterloo St,3.0,Enhanced,19122
436,-75.11803979742061,40.020829191209714,405 E Wyoming,2.0,Basic,19120
437,-75.23187340356556,39.98607429445988,1921 N 54Th St,3.0,Enhanced,19131
438,-75.17633278350779,40.045476211302336,6201 Morton St,2.0,Basic,19144
439,-75.1301090277639,39.97708165470934,1638 E Berks St,1.0,Basic,19125
440,-75.16789006571936,39.96317467146265,1800 Spring Garden St,3.0,Certification,19130
441,-75.1789956862908,39.99490511626588,2563 N 29Th St,2.0,Basic,19132
442,-75.24377247791924,39.96712616424987,6201 Vine St,3.0,Enhanced,19139
443,-75.15937184043358,39.91726723495177,2553 S. 7th St.,1.0,Basic,19148
444,-75.22722472548223,39.94849293381142,715 S 52nd St,3.0,Enhanced,19143
445,-75.26918924791234,39.98000374383911,7596 Haverford Ave,2.0,Basic,19151
